,顾客编号,1月消费额,2月消费额,3月消费额,4月消费额,1月消费次数,2月消费次数,3月消费次数,4月消费次数
1059,1059,40.63,,26.98,261.25,8,,6.0,6.0
1060,1060,58.8,,,,1,,,
1061,1061,38.71,72.27999999999999,240.45000000000002,,5,11.0,20.0,
1062,1062,79.01,,,,4,,,
1063,1063,39.82,,,,6,,,
1064,1064,584.3,435.65,152.92,59.980000000000004,16,24.0,11.0,11.0
1065,1065,10.8,72.78999999999999,19.5,,2,3.0,4.0,
1066,1066,59.73,,,,6,,,
1067,1067,89.96000000000001,,,,5,,,
1068,1068,181.84,37.75,,,29,11.0,,
1069,1069,49.32,,,,3,,,
1070,1070,110.06,,,,15,,,
1071,1071,9.8,,,,2,,,
1072,1072,24.8,,27.830000000000002,39.08,5,,6.0,8.0
1073,1073,45.980000000000004,59.97,,,9,6.0,,
1074,1074,59.78,46.10999999999999,30.509999999999998,,7,7.0,12.0,
1075,1075,98.72,,,,10,,,
1076,1076,121.69,,,,2,,,
1077,1077,109.66000000000001,,,,15,,,
1078,1078,26.009999999999998,,,,7,,,
1079,1079,65.39999999999999,6.5,,,5,1.0,,
1080,1080,19.5,,,,4,,,
1081,1081,8.39,85.21000000000001,84.50000000000001,,3,13.0,4.0,
1082,1082,32.7,568.9200000000001,,,1,4.0,,
1083,1083,9.12,251.77,402.10999999999996,85.94,1,6.0,42.0,8.0
1084,1084,15.82,,,,3,,,
1085,1085,4.109999999999999,,,,2,,,
1086,1086,18.04,,,,2,,,
1087,1087,7.8,30.43,,,1,2.0,,
1088,1088,6.7,,11.33,,1,,5.0,
1089,1089,58.8,,,,1,,,
1090,1090,25.01,,,,7,,,
1091,1091,110.10000000000001,,,,17,,,
1092,1092,56.940000000000005,,,,12,,,
1093,1093,621.9899999999999,,,,25,,,
1094,1094,14.3,,6.24,,3,,1.0,
1095,1095,8.1,,,,3,,,
1096,1096,58.730000000000004,138.01,51.3,92.34,6,6.0,6.0,9.0
1097,1097,55.730000000000004,130.23000000000002,249.20999999999998,115.75999999999999,10,16.0,6.0,7.0
1098,1098,218.63,,11.9,,6,,1.0,
1099,1099,73.7,,,,11,,,
1100,1100,61.339999999999996,,87.73,,6,,8.0,
1101,1101,157.90000000000003,,,,18,,,
1102,1102,134.14000000000001,,,,16,,,
1103,1103,24.6,,,,3,,,
1104,1104,86.43,69.64999999999999,193.91,52.36999999999999,6,9.0,17.0,6.0
1105,1105,38.300000000000004,313.03999999999996,143.50000000000003,,3,30.0,17.0,
1106,1106,101.02000000000001,,18.0,1.4,3,,6.0,1.0
1107,1107,16.919999999999998,194.44000000000003,,,6,12.0,,
1108,1108,5.9,,,,1,,,
1109,1109,24.9,,,,6,,,
1110,1110,26.020000000000003,,,,3,,,
1111,1111,8.29,,,,2,,,
1112,1112,105.4,,,,2,,,
1113,1113,45.4,,,,4,,,
1114,1114,104.89000000000001,,,,11,,,
1115,1115,21.2,,,,5,,,
1116,1116,93.00999999999999,,,,4,,,
1117,1117,26.11,,,,7,,,
1118,1118,282.8,,,,4,,,
1119,1119,57.919999999999995,473.71999999999997,189.78,470.34000000000003,8,16.0,16.0,34.0
1120,1120,80.58,98.0,,,5,3.0,,
1121,1121,64.36,,,,10,,,
1122,1122,95.57,30.85,,,24,5.0,,
1123,1123,63.8,,82.56,69.36,6,,7.0,5.0
1124,1124,137.4,,,,7,,,
1125,1125,11.04,,,,3,,,
1126,1126,84.66,90.10999999999999,,,3,8.0,,
1127,1127,71.05,149.47000000000003,,,5,8.0,,
1128,1128,23.74,,16.84,,4,,5.0,
1129,1129,56.24999999999999,,8.9,106.19999999999999,4,,1.0,7.0
1130,1130,90.78,1.89,81.9,117.75000000000001,11,1.0,8.0,13.0
1131,1131,20.91,118.99999999999999,,,4,10.0,,
1132,1132,50.1,,,,1,,,
1133,1133,295.53,392.9099999999999,203.03,242.77999999999997,20,48.0,22.0,25.0
1134,1134,23.6,,,,9,,,
1135,1135,103.63,61.63000000000001,,,14,5.0,,
1136,1136,23.21,190.51000000000002,,,2,19.0,,
1137,1137,56.6,87.0,,,9,2.0,,
1138,1138,19.19,,8.3,,3,,2.0,
1139,1139,86.22,49.72,113.01,14.4,12,4.0,16.0,2.0
1140,1140,133.23000000000002,99.82,47.39,,5,2.0,4.0,
1141,1141,18.700000000000003,,,,2,,,
1142,1142,17.68,,,,4,,,
1143,1143,14.1,,,,2,,,
1144,1144,14.7,,,,2,,,
1145,1145,38.540000000000006,,,,3,,,
1146,1146,22.28,,,,6,,,
1147,1147,52.4,,,,3,,,
1148,1148,16.43,,,,2,,,
1149,1149,16.19,,,,5,,,
1150,1150,187.88000000000002,,,,9,,,
1151,1151,32.74,,,,4,,,
1152,1152,77.07,,,,5,,,
1153,1153,105.0,41.099999999999994,92.59,103.53,3,5.0,14.0,6.0
1154,1154,29.97,,,,2,,,
1155,1155,63.24999999999999,,,,5,,,
1156,1156,46.5,,,,6,,,
1157,1157,56.0,,,,1,,,
1158,1158,2.0,,34.379999999999995,7.5,1,,10.0,3.0
1159,1159,33.9,,,,1,,,
1160,1160,28.009999999999998,,,,6,,,
1161,1161,200.73,,77.37,,9,,4.0,
1162,1162,29.5,,,,4,,,
1163,1163,95.0,64.02,,,11,2.0,,
1164,1164,56.839999999999996,83.80000000000001,36.6,108.33,7,11.0,2.0,15.0
1165,1165,18.72,,,,4,,,
1166,1166,38.88,,,,5,,,
1167,1167,32.9,,,,3,,,
1168,1168,17.1,14.34,,,3,5.0,,
1169,1169,124.0,,,,2,,,
1170,1170,90.2,192.38,160.32,139.92000000000002,15,22.0,15.0,15.0
1171,1171,17.9,50.39,19.669999999999998,,1,7.0,3.0,
1172,1172,3.9,,,,1,,,
1173,1173,34.15,,42.89,59.55,5,,6.0,6.0
1174,1174,14.6,,6.9,88.3,2,,1.0,14.0
1175,1175,16.8,,,,2,,,
1176,1176,7.18,60.49999999999999,,,4,7.0,,
1177,1177,25.03,13114.75,457.2799999999999,,7,6.0,17.0,
1178,1178,21.299999999999997,24.300000000000004,13.5,,3,3.0,2.0,
1179,1179,10.5,,,,1,,,
1180,1180,35.5,,,,3,,,
1181,1181,12.79,,24.22,,1,,2.0,
1182,1182,6.7,,,,1,,,
1183,1183,8.3,,,,2,,,
1184,1184,82.58,,,,8,,,
1185,1185,66.2,50.8,176.80000000000004,76.80000000000001,8,7.0,17.0,9.0
1186,1186,29.53,,,,6,,,
1187,1187,284.89,32.9,165.20000000000002,340.23,17,1.0,15.0,22.0
1188,1188,45.9,53.790000000000006,79.32000000000001,,4,4.0,11.0,
1189,1189,10.9,,,,1,,,
1190,1190,24.339999999999996,,101.00000000000001,,6,,21.0,
1191,1191,12.6,,,,3,,,
1192,1192,79.9,75.64999999999999,,,1,8.0,,
1193,1193,21.46,,,,1,,,
1194,1194,45.2,,,,4,,,
1195,1195,5.6,,,,2,,,
1196,1196,27.400000000000002,246.0,124.18000000000002,55.33,4,1.0,10.0,10.0
1197,1197,12.309999999999999,10.43,,,2,2.0,,
1198,1198,39.120000000000005,,8.82,121.02,5,,5.0,4.0
1199,1199,41.47,,,,12,,,
1200,1200,48.96,104.15000000000003,27.5,,8,20.0,3.0,
1201,1201,34.94,35.3,49.92999999999999,,3,7.0,4.0,
1202,1202,170.51000000000002,75.05,,,15,5.0,,
1203,1203,218.6,,,,6,,,
1204,1204,39.870000000000005,197.76000000000005,107.6,106.99000000000002,5,24.0,10.0,15.0
1205,1205,42.93000000000001,181.6,4.7,,6,7.0,1.0,
1206,1206,66.6,,,,11,,,
1207,1207,31.14,,,,5,,,
1208,1208,3.9,,,,1,,,
1209,1209,18.740000000000002,21.44,45.18,,3,5.0,6.0,
1210,1210,201.78,,,,8,,,
1211,1211,12.7,,135.99,203.59,2,,15.0,13.0
1212,1212,71.24999999999999,83.04,112.4,120.01999999999998,11,4.0,14.0,16.0
1213,1213,80.1,,,,7,,,
1214,1214,148.8,,,,5,,,
1215,1215,211.54000000000002,720.62,35.160000000000004,,7,44.0,5.0,
1216,1216,19.4,301.64,23.17,,2,22.0,4.0,
1217,1217,29.6,,,,3,,,
1218,1218,7.630000000000001,,,,2,,,
1219,1219,83.9,,,,3,,,
1220,1220,84.50000000000001,,,,5,,,
1221,1221,9.2,19.3,,,5,4.0,,
1222,1222,17.4,,,,3,,,
1223,1223,22.9,,,,4,,,
1224,1224,22.4,,18.7,,2,,3.0,
